Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q04742	Q99PM3	EMX1	GTF2A1			MGI:95387	MGI:1933277	20211142:0018:HT|20211142:0397:HT
Q04742	Q9QX99	EMX1	TLX1			MGI:95387	MGI:98769	20211142:0018:HT|20211142:0397:HT
Q04742	Q9WTP3	EMX1	SPDEF			MGI:95387	MGI:1353422	20211142:0018:HT|20211142:0397:HT
Q04742	Q9WUU6	EMX1	HNF4G			MGI:95387	MGI:1353604	20211142:0018:HT|20211142:0397:HT
Q04744	Q8VCD5	EMX2	MED17			MGI:95388	MGI:2182585	20211142:0018:HT|20211142:0397:HT
Q04744	Q9ER75	EMX2	IRX6			MGI:95388	MGI:1927642	20211142:0018:HT|20211142:0397:HT
Q04744	Q9QX99	EMX2	TLX1			MGI:95388	MGI:98769	20211142:0018:HT|20211142:0397:HT
Q04863	Q04863	RELB	RELB			MGI:103289	MGI:103289	16154093:0071:LC|16154093:0114:LC|23485337:0114:LC
Q04863	Q9WTK5	RELB	NFKB2			MGI:103289	MGI:1099800	20211142:0397:HT|20211142:0018:HT|23485337:0114:LC
Q05769	Q05769	PTGS2	PTGS2			MGI:97798	MGI:97798	26088701:0114:LC|21843643:0114:LC|10811226:0114:LC|31469551:0114:LC|25825493:0114:LC|31000626:0114:LC|22053353:0114:LC|24425867:0114:LC|8967954:0114:LC|22637474:0114:LC|25463020:0114:LC|24060487:0114:LC|20709553:0114:LC|21489986:0114:LC|22984634:0114:LC|20810665:0114:LC|20463020:0114:LC|25648895:0114:LC|33062168:0114:LC|21467029:0114:LC|27588346:0114:LC|12925531:0114:LC|26859324:0114:LC|27756840:0114:LC
Q05816	Q05816	FABP5	FABP5			MGI:101790	MGI:101790	24531463:0114:LC
Q05860	Q8CGF7	FMN1	TCERG1			MGI:101815	MGI:1926421	17915251:0114:LC
Q05909	Q05909	PTPRG	PTPRG			MGI:97814	MGI:97814	20133774:0114:LC|27539848:0114:LC
Q05909	Q9JMB8	PTPRG	CNTN6			MGI:97814	MGI:1858223	27539848:0114:LC
Q06507	Q8CFD5	ATF4	ERCC8			MGI:88096	MGI:1919241	20211142:0096:HT
Q07174	Q8CDD8	MAP3K8	KCTD20			MGI:1346878	MGI:1914239	11591653:0397:HT
Q07230	Q07279	ZSCAN2	NFE2			MGI:99176	MGI:97308	20211142:0018:HT|20211142:0397:HT
Q07230	Q6PD29	ZSCAN2	ZNF513			MGI:99176	MGI:2141255	20211142:0018:HT|20211142:0397:HT
Q07230	Q8VE28	ZSCAN2	NKD2			MGI:99176	MGI:1919543	20211142:0018:HT|20211142:0397:HT
Q07230	S4R1L6	ZSCAN2	MZF1			MGI:99176	MGI:107457	20211142:0018:HT|20211142:0397:HT
Q07231	Q60953	ZSCAN21	PML			MGI:99182	MGI:104662	20211142:0018:HT|20211142:0397:HT
Q07243	Q924Z4	MTF1	CERS2			MGI:101786	MGI:1924143	20211142:0018:HT|20211142:0397:HT
Q07243	Q9JI90	MTF1	RNF14			MGI:101786	MGI:1929668	20211142:0018:HT|20211142:0397:HT
Q07243	Q9QZB6	MTF1	NR4A3			MGI:101786	MGI:1352457	20211142:0018:HT|20211142:0397:HT
Q07279	Q60862	NFE2	ORC2			MGI:97308	MGI:1328306	20211142:0018:HT|20211142:0397:HT
Q07279	Q61103	NFE2	DPF2			MGI:97308	MGI:109529	20211142:0018:HT|20211142:0397:HT
Q07279	Q61187	NFE2	TSG101			MGI:97308	MGI:106581	20211142:0018:HT|20211142:0397:HT
Q07279	Q62240	NFE2	KDM5D			MGI:97308	MGI:99780	20211142:0018:HT|20211142:0397:HT
Q07279	Q640N1	NFE2	AEBP1			MGI:97308	MGI:1197012	20211142:0018:HT|20211142:0397:HT
Q07279	Q6IQX8	NFE2	ZNF219			MGI:97308	MGI:1917140	20211142:0018:HT|20211142:0397:HT
Q07279	Q6PDQ2	NFE2	CHD4			MGI:97308	MGI:1344380	20211142:0018:HT|20211142:0397:HT
Q07279	Q7TPV4	NFE2	MYBBP1A			MGI:97308	MGI:106181	20211142:0018:HT|20211142:0397:HT
Q07279	Q811S7	NFE2	UBP1			MGI:97308	MGI:104889	20211142:0018:HT|20211142:0397:HT
Q07279	Q8BHZ4	NFE2	ZNF592			MGI:97308	MGI:2443541	20211142:0018:HT|20211142:0397:HT
Q07279	Q8BKT3	NFE2	GCFC2			MGI:97308	MGI:2141656	20211142:0018:HT|20211142:0397:HT
Q07279	Q8BLR9	NFE2	HIF1AN			MGI:97308	MGI:2442345	20211142:0018:HT|20211142:0397:HT
Q07279	Q8BVL5	NFE2	ZFP277			MGI:97308	MGI:1890393	20211142:0018:HT|20211142:0397:HT
Q07279	Q8CCE9	NFE2	E4F1			MGI:97308	MGI:109530	20211142:0018:HT|20211142:0397:HT
Q07279	Q8CFD5	NFE2	ERCC8			MGI:97308	MGI:1919241	20211142:0018:HT|20211142:0397:HT
Q07279	Q8CFI7	NFE2	POLR2B			MGI:97308	MGI:2388280	20211142:0018:HT|20211142:0397:HT
Q07279	Q8VDQ8	NFE2	SIRT2			MGI:97308	MGI:1927664	20211142:0018:HT|20211142:0397:HT
Q07279	Q8VE42	NFE2	ANKRD49			MGI:97308	MGI:1930842	20211142:0018:HT|20211142:0397:HT
Q07279	Q8VHI4	NFE2	CARF			MGI:97308	MGI:2182269	20211142:0018:HT|20211142:0397:HT
Q07279	Q91VY5	NFE2	KDM4B			MGI:97308	MGI:2442355	20211142:0018:HT|20211142:0397:HT
Q07279	Q91W50	NFE2	CSDE1			MGI:97308	MGI:92356	20211142:0018:HT|20211142:0397:HT
Q07279	Q91X20	NFE2	ASH2L			MGI:97308	MGI:1344416	20211142:0018:HT|20211142:0397:HT
Q07279	Q91YQ3	NFE2	CSDC2			MGI:97308	MGI:2146027	20211142:0018:HT|20211142:0397:HT
Q07279	Q922V4	NFE2	PLRG1			MGI:97308	MGI:1858197	20211142:0018:HT|20211142:0397:HT
Q07279	Q923E4	NFE2	SIRT1			MGI:97308	MGI:2135607	20211142:0018:HT|20211142:0397:HT
Q07279	Q99MY8	NFE2	ASH1L			MGI:97308	MGI:2183158	20211142:0018:HT|20211142:0397:HT
Q07279	Q99NE9	NFE2	PBX4			MGI:97308	MGI:1931321	20211142:0018:HT|20211142:0397:HT
Q07279	Q9CPV7	NFE2	ZDHHC6			MGI:97308	MGI:1914230	20211142:0018:HT|20211142:0397:HT
Q07279	Q9CQ39	NFE2	MED21			MGI:97308	MGI:1347064	20211142:0018:HT|20211142:0397:HT
Q07279	Q9D071	NFE2	MMS19			MGI:97308	MGI:1919449	20211142:0018:HT|20211142:0397:HT
Q07279	Q9D0D5	NFE2	GTF2E1			MGI:97308	MGI:1921447	20211142:0018:HT|20211142:0397:HT
Q07279	Q9D738	NFE2	ASB12			MGI:97308	MGI:1917642	20211142:0018:HT|20211142:0397:HT
Q07279	Q9D7M8	NFE2	POLR2D			MGI:97308	MGI:1916491	20211142:0018:HT|20211142:0397:HT
Q07279	Q9D902	NFE2	GTF2E2			MGI:97308	MGI:1915403	20211142:0018:HT|20211142:0397:HT
Q07279	Q9DBA9	NFE2	GTF2H1			MGI:97308	MGI:1277216	20211142:0018:HT|20211142:0397:HT
Q07279	Q9JHD1	NFE2	KAT2B			MGI:97308	MGI:1343094	20211142:0018:HT|20211142:0397:HT
Q07279	Q9JI90	NFE2	RNF14			MGI:97308	MGI:1929668	20211142:0018:HT|20211142:0397:HT
Q07279	Q9JIB4	NFE2	GTF2H2			MGI:97308	MGI:1345669	20211142:0018:HT|20211142:0397:HT
Q07279	Q9QXN3	NFE2	TRIP4			MGI:97308	MGI:1928469	20211142:0018:HT|20211142:0397:HT
Q07279	Q9R164	NFE2	ZFP111			MGI:97308	MGI:1929114	20211142:0018:HT|20211142:0397:HT
Q07279	Q9WV74	NFE2	ASB1			MGI:97308	MGI:1929735	20211142:0018:HT|20211142:0397:HT
Q07279	Q9WVB3	NFE2	TLE6			MGI:97308	MGI:2149593	20211142:0018:HT|20211142:0397:HT
Q07279	Q9Z2U2	NFE2	ZFP292			MGI:97308	MGI:1353423	20211142:0018:HT|20211142:0397:HT
Q07424	Q64317	CDX4	DLX1			MGI:88362	MGI:94901	20211142:0018:HT|20211142:0397:HT
Q07424	Q8R4I4	CDX4	GTF2A1L			MGI:88362	MGI:1919078	20211142:0018:HT|20211142:0397:HT
Q07440	Q07440	BCL2A1	BCL2A1			MGI:102687	MGI:102687	18462686:0114:LC
Q07440	Q91ZE9	BCL2A1	BMF			MGI:102687	MGI:2176433	18462686:0114:LC|18462686:0065:LC|15694340:0405:LC
Q07440	Q99ML1	BCL2A1	BBC3			MGI:102687	MGI:2181667	18462686:0114:LC|18462686:0065:LC
Q07763	Q07763	CD244	CD244			MGI:109294	MGI:109294	17950006:0114:LC
Q07802	Q07802	EBF1	EBF1			MGI:95275	MGI:95275	20876732:0114:LC
Q07802	Q8K4J2	EBF1	EBF4			MGI:95275	MGI:2385972	20211142:0018:HT
Q07813	Q07813	BAX	BAX			MGI:99702	MGI:99702	26299946:0042:LC|9395483:0018:LC|21060336:0114:LC|10620504:0071:LC
Q07832	Q07832	PLK1	PLK1			MGI:97621	MGI:97621	26459104:0114:LC|29191835:0114:LC
Q07832	Q8CDI2	PLK1	FBXO43			MGI:97621	MGI:1926053	26459104:0114:LC
Q07916	Q63934	POU6F1	POU4F2			MGI:102935	MGI:102524	20211142:0018:HT|20211142:0397:HT
Q07916	Q8BJI4	POU6F1	POU6F2			MGI:102935	MGI:2443631	20211142:0018:HT|20211142:0397:HT
Q08024	Q08775	CBFB	RUNX2			MGI:99851	MGI:99829	20211142:0018:HT
Q08048	Q08048	HGF	HGF			MGI:96079	MGI:96079	PDB_4IUA:0114:LC|17804794:0114:LC
Q08297	Q8K396	RAD51	MND1			MGI:97890	MGI:1924165	11591653:0018:HT|11591653:0397:HT
Q08369	Q925J9	GATA4	MED1			MGI:95664	MGI:1100846	20211142:0018:HT
Q08509	Q08509	EPS8	EPS8			MGI:104684	MGI:104684	11316885:0114:LC|9303002:0114:LC|8404850:0114:LC
Q08624	Q8BX22	HOXC4	SALL4			MGI:96195	MGI:2139360	20211142:0018:HT|20211142:0397:HT
Q08775	Q64700	RUNX2	RBL2			MGI:99829	MGI:105085	20211142:0018:HT
Q08874	Q08874	MITF	MITF			MGI:104554	MGI:104554	23207919:0114:LC|31777941:0114:LC
Q09324	Q09324	GCNT1	GCNT1			MGI:95676	MGI:95676	22056345:0114:LC|16829524:0114:LC
Q149C2	Q149C2	TRAF3IP1	TRAF3IP1			MGI:1921269	MGI:1921269	26912722:0114:LC
Q155P7	Q9CZA6	CENPF	NDE1			MGI:1313302	MGI:1914453	15939891:0007:LC|15939891:0018:LC|15939891:0051:LC|11163258:0018:LC
Q18PE0	Q18PE0	DOK7	DOK7			MGI:3584043	MGI:3584043	20603078:0114:LC
Q18PE0	Q61006	DOK7	MUSK			MGI:3584043	MGI:103581	20603078:0065:LC|20603078:0114:LC
Q1EG27	Q9ET47	MYO3B	ESPN			MGI:2448580	MGI:1861630	26785147:0114:LC
Q1EHW4	Q60520	SAP25	SIN3A			MGI:3802945	MGI:107157	16449650:0096:LC|16449650:0018:LC|18089292:0114:LC
Q1H9T6	Q1H9T6	ZBTB48	ZBTB48			MGI:2140248	MGI:2140248	PDB_2YY9:0114:LC
Q1H9T6	Q5SS66	ZBTB48	Q5SS66			MGI:2140248		20211142:0018:HT
Q1H9T6	Q8VIM5	ZBTB48	MYOCD			MGI:2140248	MGI:2137495	20211142:0018:HT|20211142:0397:HT
Q2WF71	Q2WF71	LRFN1	LRFN1			MGI:2136810	MGI:2136810	29348429:0114:LC
Q2WF71	Q64487	LRFN1	PTPRD			MGI:2136810	MGI:97812	29348429:0114:LC
Q31093	Q31093	H2-M3	H2-M3			MGI:95915	MGI:95915	1855254:0114:LC|7664344:0114:LC
Q31615	Q31615	H2-T22	H2-T22			MGI:95956	MGI:95956	10634787:0114:LC
Q32NY4	Q32NY4	CNNM3	CNNM3			MGI:2151055	MGI:2151055	28246390:0114:LC
Q3HNM7	Q8VDU0	INSC	GPSM2			MGI:1917942	MGI:1923373	21816348:0114:LC
Q3TBT3	Q3TBT3	STING1	STING1			MGI:1919762	MGI:1919762	23604073:0114:LC|23519410:0114:LC|23910378:0114:LC|32820126:0114:LC|26171638:0114:LC
Q3TCN2	Q3TCN2	PLBD2	PLBD2			MGI:1919022	MGI:1919022	19706171:0114:LC
Q3TMQ6	Q3TMQ6	ANG4	ANG4			MGI:2656551	MGI:2656551	17279775:0114:LC
Q3TTA7	Q3TTA7	CBLB	CBLB			MGI:2146430	MGI:2146430	26416283:0415:LC|26874193:0114:LC
Q3TVI8	Q9CQI9	PBXIP1	MED30			MGI:2441670	MGI:1917040	20211142:0018:HT|20211142:0397:HT
Q3TWN3	Q3TWN3	CNNM2	CNNM2			MGI:2151054	MGI:2151054	PDB_4P1O:0114:LC|27899452:0114:LC
Q3TWN3	Q63739	CNNM2	PTP4A1			MGI:2151054	MGI:1277096	PDB_6WUS:0114:LC|27899452:0114:LC
Q3U0P1	Q3U0P1	PALB2	PALB2			MGI:3040695	MGI:3040695	30289697:0114:LC
Q3U182	Q3U182	CRTC2	CRTC2			MGI:1921593	MGI:1921593	29733854:0114:LC
Q3U1N2	Q8CGW9	SREBF2	DMRTC2			MGI:107585	MGI:1918491	20211142:0018:HT|20211142:0397:HT
Q3U2S8	Q3U2S8	HVCN1	HVCN1			MGI:1921346	MGI:1921346	PDB_3VMZ:0114:LC|PDB_3VN0:0114:LC|23165764:0114:LC|22569364:0114:LC|PDB_3VMY:0114:LC
Q3U4B1	Q6PDQ2	SSBP4	CHD4			MGI:1924150	MGI:1344380	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q6PGF3	SSBP4	MED16			MGI:1924150	MGI:2158394	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q8CFD5	SSBP4	ERCC8			MGI:1924150	MGI:1919241	20211142:0018:HT|20211142:0397:HT|20211142:0096:HT
Q3U4B1	Q8R3P9	SSBP4	SLF1			MGI:1924150	MGI:2145448	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q924Z4	SSBP4	CERS2			MGI:1924150	MGI:1924143	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q99NE9	SSBP4	PBX4			MGI:1924150	MGI:1931321	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q9CPV7	SSBP4	ZDHHC6			MGI:1924150	MGI:1914230	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q9CXV0	SSBP4	ISL2			MGI:1924150	MGI:109156	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q9EP71	SSBP4	RAI14			MGI:1924150	MGI:1922896	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q9WUH2	SSBP4	LHX9			MGI:1924150	MGI:1316721	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q9WUQ2	SSBP4	PREB			MGI:1924150	MGI:1355326	20211142:0018:HT|20211142:0397:HT
Q3U4B1	Q9WVB3	SSBP4	TLE6			MGI:1924150	MGI:2149593	20211142:0018:HT|20211142:0397:HT
Q3U4G3	Q3U4G3	XXYLT1	XXYLT1			MGI:2146443	MGI:2146443	26414444:0114:LC
Q3U5C8	Q3U5C8	ARHGEF16	ARHGEF16			MGI:2446219	MGI:2446219	33597305:0114:LC
Q3UA06	Q3UA06	TRIP13	TRIP13			MGI:1916966	MGI:1916966	20211142:0397:HT|11591653:0018:HT|11591653:0397:HT
Q3UA06	Q4G5Y1	TRIP13	KLHDC2			MGI:1916966	MGI:1916804	11591653:0018:HT|11591653:0397:HT
Q3UA06	Q6PDQ2	TRIP13	CHD4			MGI:1916966	MGI:1344380	20211142:0018:HT|20211142:0397:HT
Q3UA06	Q9D6I7	TRIP13	DIPK1A			MGI:1916966	MGI:1914516	11591653:0018:HT|11591653:0397:HT
Q3UA06	Q9D6X5	TRIP13	SLC52A3			MGI:1916966	MGI:1916948	11591653:0018:HT|11591653:0397:HT
Q3UA06	Q9DCX1	TRIP13	MAD2L1BP			MGI:1916966	MGI:1913841	11591653:0018:HT|11591653:0397:HT
Q3UA06	Q9WUQ2	TRIP13	PREB			MGI:1916966	MGI:1355326	20211142:0018:HT|20211142:0397:HT
Q3UGR5	Q3UGR5	HDHD2	HDHD2			MGI:1924237	MGI:1924237	PDB_2HO4:0114:LC
Q3UH53	Q3UH53	SDK1	SDK1			MGI:2444413	MGI:2444413	27644106:0114:LC|30150416:0114:LC
Q3UH93	Q3UH93	PLXND1	PLXND1			MGI:2154244	MGI:2154244	28537552:0114:LC
Q3UH93	Q9Z0G0	PLXND1	GIPC1			MGI:2154244	MGI:1926252	28537552:0114:LC
Q3UHF7	Q9WUL8	HIVEP2	CITED4			MGI:1338076	MGI:1861694	20211142:0018:HT|20211142:0397:HT
Q3UHR0	Q3UHR0	BAHCC1	BAHCC1			MGI:2679272	MGI:2679272	33139953:0114:LC
Q3UI43	Q5U5Q9	BABAM1	UIMC1			MGI:1915501	MGI:103185	31253574:0114:LC
Q3UI43	Q8BPZ8	BABAM1	ABRAXAS1			MGI:1915501	MGI:1917931	31253574:0114:LC
Q3UI43	Q8K3W0	BABAM1	BABAM2			MGI:1915501	MGI:1333875	31253574:0114:LC
Q3UIU2	Q9CPU2	NDUFB6	NDUFB2			MGI:2684983	MGI:1915448	29915388:0114:LC
Q3UIU2	Q9CQC7	NDUFB6	NDUFB4			MGI:2684983	MGI:1915444	29915388:0114:LC
Q3UIU2	Q9CQH3	NDUFB6	NDUFB5			MGI:2684983	MGI:1913296	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q3UIU2	Q9CQJ8	NDUFB6	NDUFB9			MGI:2684983	MGI:1913468	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q3UIU2	Q9CR21	NDUFB6	NDUFAB1			MGI:2684983	MGI:1917566	29915388:0114:LC|33067417:0114:LC|33514727:0114:LC|33990335:0114:LC
Q3UIU2	Q9CR61	NDUFB6	NDUFB7			MGI:2684983	MGI:1914166	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q3UIU2	Q9D6J5	NDUFB6	NDUFB8			MGI:2684983	MGI:1914514	33514727:0114:LC
Q3UIU2	Q9DCS9	NDUFB6	NDUFB10			MGI:2684983	MGI:1915592	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q3UJD6	Q8K2C9	USP19	HACD3			MGI:1918722	MGI:1889341	25036637:0729:HT
Q3ULA2	Q60795	BTRC	NFE2L2			MGI:1338871	MGI:108420	21245377:0415:LC|22964642:0004:LC|22964642:0018:LC|21245377:0004:LC
Q3ULA2	Q9WTX5	BTRC	SKP1			MGI:1338871	MGI:103575	10097128:0018:LC|10097128:0004:LC|18929646:0004:LC|18929646:0018:LC|10097128:0096:LC
Q3UND0	Q3UND0	SKAP2	SKAP2			MGI:1889206	MGI:1889206	19026786:0114:LC|PDB_1U5E:0114:LC
Q3UNW5	Q9ERA0	TFCP2L1	TFCP2			MGI:2444691	MGI:98509	20211142:0018:HT|20211142:0397:HT
Q3UP24	Q3UP24	NLRC4	NLRC4			MGI:3036243	MGI:3036243	26585513:0114:LC|29146805:0114:LC|26449474:0114:LC|23765277:0114:LC|26449474:0020:LC
Q3UP24	Q9QUK4	NLRC4	NAIP2			MGI:3036243	MGI:1298226	26449475:0071:LC|26449475:0020:LC|26449474:0020:LC
Q3UP24	Q9R016	NLRC4	NAIP5			MGI:3036243	MGI:1298220	26449475:0071:LC|26449474:0007:LC|29146805:0007:LC|29146805:0114:LC|26449475:0020:LC|26449474:0020:LC|23765277:0071:LC|26449474:0096:LC
Q3UR97	Q3UR97	SNX21	SNX21			MGI:1917729	MGI:1917729	25882846:0114:LC
Q3V3E1	Q3V3E1	UBASH3A	UBASH3A	STS2	STS2	MGI:1926074	MGI:1926074	19196006:0114:LC
Q3V3N7	Q811G0	BBS1	BBS9			MGI:1277215	MGI:2442833	22139371:0029:LC|22500027:0029:LC
Q3V3N7	Q8C1Z7	BBS1	BBS4			MGI:1277215	MGI:2143311	20080638:0071:LC|22139371:0029:LC|22500027:0029:LC|17574030:0071:LC
Q3V3N7	Q8K2G4	BBS1	BBS7			MGI:1277215	MGI:1918742	20080638:0071:LC|22139371:0029:LC|22500027:0029:LC|17574030:0071:LC
Q3V3N7	Q8VD72	BBS1	TTC8			MGI:1277215	MGI:1923510	22139371:0029:LC|22500027:0029:LC|20080638:0071:LC
Q3V3N7	Q9CWF6	BBS1	BBS2			MGI:1277215	MGI:2135267	20080638:0071:LC|17574030:0071:LC|22500027:0029:LC|22139371:0006:LC|22139371:0029:LC|22500027:0006:LC
Q3V3N7	Q9CZQ9	BBS1	BBS5			MGI:1277215	MGI:1919819	22139371:0029:LC|22500027:0029:LC
Q4ACU6	Q4ACU6	SHANK3	SHANK3			MGI:1930016	MGI:1930016	21626699:0114:LC|31879129:0114:LC|27185935:0114:LC
Q4ACU6	Q61411	SHANK3	HRAS			MGI:1930016	MGI:96224	31879129:0114:LC
Q4ACU6	Q6PFD5	SHANK3	DLGAP3			MGI:1930016	MGI:3039563	27185935:0114:LC
Q4ACU6	Q7TPR4	SHANK3	ACTN1			MGI:1930016	MGI:2137706	21653829:0006:HT
Q4ACU6	Q8BTM8	SHANK3	FLNA			MGI:1930016	MGI:95556	21653829:0006:HT
Q4JIM5	Q4JIM5	ABL2	ABL2			MGI:87860	MGI:87860	25849507:0114:LC
Q4KL25	Q4KL25	LHFPL5	LHFPL5			MGI:1915382	MGI:1915382	30070639:0114:LC
Q4KL25	Q99PJ1	LHFPL5	PCDH15			MGI:1915382	MGI:1891428	30070639:0114:LC
Q4LDD4	Q4LDD4	ARAP1	ARAP1			MGI:1916960	MGI:1916960	29589748:0114:LC
Q4LDD4	Q8R550	ARAP1	SH3KBP1			MGI:1916960	MGI:1889583	29589748:0114:LC
Q4VGL6	Q4VGL6	RC3H1	RC3H1			MGI:2685397	MGI:2685397	25026077:0114:LC|32491174:0114:LC|27010430:0114:LC|26496200:0415:LC
Q505F1	Q8CBD1	NR2C1	NRIP1			MGI:1352465	MGI:1315213	17187077:0018:LC|17187077:0007:LC|9774688:0019:LC|9774688:0004:LC|9774688:0018:LC|18682553:0018:LC
Q505F1	Q9JHD1	NR2C1	KAT2B			MGI:1352465	MGI:1343094	17187077:0018:LC|18682553:0018:LC
Q52L64	Q99M22	IGKV8-30	IGH			MGI:3642250		18272175:0114:LC|14625588:0114:LC|PDB_5MP3:0114:LC|8194515:0114:LC
Q58EU8	Q58EU8	IGK	IGK					16427081:0114:LC|15340914:0114:LC|12742019:0114:LC
Q5D1E7	Q5D1E7	ZC3H12A	ZC3H12A			MGI:2385891	MGI:2385891	26927947:0114:LC
Q5DTV4	Q5DTV4	ZC3H12C	ZC3H12C			MGI:3026959	MGI:3026959	33950203:0114:LC
Q5EBH1	Q5EBH1	RASSF5	RASSF5			MGI:1926375	MGI:1926375	23331050:0114:LC
Q5NBX1	Q5NBX1	COBL	COBL			MGI:105056	MGI:105056	PDB_6JBK:0114:LC
Q5NCS9	Q5NCS9	MIEF2	MIEF2			MGI:2144199	MGI:2144199	25581164:0114:LC
Q5NCY0	Q5NCY0	KDM6B	KDM6B			MGI:2448492	MGI:2448492	22842901:0114:LC
Q5PSV9	Q5PSV9	MDC1	MDC1			MGI:3525201	MGI:3525201	22211259:0114:LC
Q5QNS5	Q5QNS5	HAVCR1	HAVCR1			MGI:2159680	MGI:2159680	17363299:0114:LC
Q5R1B3	Q5R1B3	TRAV14-3	TRAV14-3					18155234:0114:LC|10373358:0114:LC
Q5R1C2	Q5R1C2	TRAV9-4	TRAV9-4					18941216:0114:LC
Q5R1F1	Q8CDD8	TRADV16D	KCTD20				MGI:1914239	11017099:0114:LC
Q5R1F1	Q91YE7	TRADV16D	RBM5				MGI:1933204	17363906:0114:LC
Q5R1F5	Q5R1F5	TRAV6D-7	TRAV6D-7					9199407:0114:LC
Q5RJI5	Q5RJI5	BRSK1	BRSK1			MGI:2685946	MGI:2685946	27251228:0114:LC
Q5RL51	Q9CR09	GSTCD	UFC1			MGI:1914803	MGI:1913405	11591653:0018:HT|11591653:0397:HT
Q5S006	Q5S006	LRRK2	LRRK2			MGI:1913975	MGI:1913975	27357661:0040:LC|20659021:0415:LC|22952686:0071:LC|22952686:0040:LC|20659021:0424:LC|17623048:0415:LC
Q5SPW0	Q5SPW0	VPS54	VPS54			MGI:2178798	MGI:2178798	20615984:0114:LC
Q5SS66	Q61751	Q5SS66	ZNF354A				MGI:103172	20211142:0018:HT
Q5SS66	Q8BLR9	Q5SS66	HIF1AN				MGI:2442345	20211142:0018:HT
Q5SS66	Q8JZL0	Q5SS66	ZNF467		MNCB-3350		MGI:1916160	20211142:0018:HT
Q5SS66	Q9D738	Q5SS66	ASB12				MGI:1917642	20211142:0018:HT
Q5SSZ7	Q5SSZ7	ZNRF3	ZNRF3			MGI:3039616	MGI:3039616	24225776:0114:LC|24349440:0114:LC
Q5SSZ7	Q8BFU0	ZNRF3	RSPO2			MGI:3039616	MGI:1922667	24225776:0114:LC
Q5SXA9	Q5SXA9	WWC1	WWC1			MGI:2388637	MGI:2388637	31486770:0114:LC
Q5SXA9	Q80TS7	WWC1	DDN			MGI:2388637	MGI:108101	30784589:0114:LC
Q5SXA9	Q8BYR2	WWC1	LATS1			MGI:2388637	MGI:1333883	31486770:0114:LC
Q5U5Q9	Q5U5Q9	UIMC1	UIMC1			MGI:103185	MGI:103185	19536136:0114:LC
Q5U5Q9	Q8BPZ8	UIMC1	ABRAXAS1			MGI:103185	MGI:1917931	31253574:0114:LC
Q5U5Q9	Q8K3W0	UIMC1	BABAM2			MGI:103185	MGI:1333875	31253574:0114:LC
Q5XFY8	Q99M22	Q5XFY8	IGH					PDB_3OZ9:0114:LC
Q5XJY5	Q5XJY5	ARCN1	ARCN1			MGI:2387591	MGI:2387591	26160949:0114:LC
Q5XJY5	Q9JIF7	ARCN1	COPB1			MGI:2387591	MGI:1917599	26160949:0114:LC|28621666:0114:LC
Q60520	Q8BR65	SIN3A	SUDS3			MGI:107157	MGI:1919204	11909966:0096:LC|11909966:0018:LC|26124119:0114:LC|11909966:0019:LC
Q60520	Q8R316	SIN3A	HBP1			MGI:107157	MGI:894659	15235594:0114:LC
Q60596	Q60596	XRCC1	XRCC1			MGI:99137	MGI:99137	21652643:0114:LC
Q60598	Q60598	CTTN	CTTN			MGI:99695	MGI:99695	PDB_5NVJ:0114:LC|PDB_5NXJ:0114:LC
Q60603	Q60603	KCNH1	KCNH1			MGI:1341721	MGI:1341721	23975098:0114:LC|23555008:0114:LC
Q60610	Q60610	TIAM1	TIAM1			MGI:103306	MGI:103306	PDB_6XF0:0114:LC|11130063:0114:LC
Q60611	Q60611	SATB1	SATB1			MGI:105084	MGI:105084	25124042:0114:LC
Q60631	Q60749	GRB2	KHDRBS1			MGI:95805	MGI:893579	7799925:0004:LC|7799925:0049:LC|15102471:0018:LC|7799925:0019:LC
Q60631	Q62245	GRB2	SOS1			MGI:95805	MGI:98354	8479540:0019:LC|8479540:0004:LC|8479540:0006:LC|8940013:0004:LC|8940013:0107:LC|8479540:0405:LC|8479540:0096:LC|8940013:0027:LC|8940013:0019:LC|9135122:0114:LC|8940013:0071:LC
Q60631	Q9QYY0	GRB2	GAB1			MGI:95805	MGI:108088	10871282:0007:LC|10871282:0018:LC|15102471:0018:LC
Q60631	Q9Z1S8	GRB2	GAB2			MGI:95805	MGI:1333854	10995764:0004:LC|10995764:0047:LC|15102471:0018:LC
